state,state_full,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,latitude,longitude,state_yr,temp_min,temp_max,temp_min C,temp_max C
OH,Ohio,14000,56,784000,282000,1.4,1098000,2006,39.962245,-83.000647,OH_2006,31.74,75.45,-0.143,24.14
OK,Oklahoma,0,0,0,0,0,0,2006,35.482309,-97.534994,OK_2006,41.4,84.8,5.224,29.335
OR,Oregon,46000,48,2208000,729000,1.05,2318000,2006,44.931109,-123.029159,OR_2006,32.75,69.28,0.419,20.709
PA,Pennsylvania,28000,40,1120000,605000,1.63,1826000,2006,40.269789,-76.875613,PA_2006,30.17,73.94,-1.018,23.298
RI,Rhode Island,0,0,0,0,0,0,2006,0,0,RI_2006,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2006,34,-81.035,SC_2006,47.15,81.82,8.414,27.68
SD,South Dakota,225000,47,10575000,10575000,0.94,9941000,2006,44.367966,-100.336378,SD_2006,23.27,79.01,-4.852,26.116
TN,Tennessee,7000,55,385000,58000,1.84,708000,2006,36.165,-86.784,TN_2006,38.5,79.7,3.61,26.499
TX,Texas,82000,70,5740000,976000,0.89,5109000,2006,30.266667,-97.75,TX_2006,47.97,84.02,8.874,28.901
UT,Utah,26000,50,1300000,299000,0.98,1274000,2006,40.7547,-111.892622,UT_2006,27.3,74.44,-2.609,23.578
VT,Vermont,6000,56,336000,144000,1.2,403000,2006,44.26639,-72.57194,VT_2006,21.6,70.46,-5.78,21.365
VA,Virginia,8000,42,336000,114000,2.2,739000,2006,37.54,-77.46,VA_2006,37.86,77.45,3.253,25.25
WA,Washington,49000,52,2548000,1605000,1.24,3160000,2006,47.042418,-122.893077,WA_2006,30.62,67.67,-0.769,19.816
WV,West Virginia,6000,42,252000,68000,2.02,509000,2006,38.349497,-81.633294,WV_2006,33.6,74.48,0.89,23.601
WI,Wisconsin,64000,93,5952000,2500000,1.12,6666000,2006,43.074722,-89.384444,WI_2006,19.03,73.33,-7.205,22.96
WY,Wyoming,39000,85,3315000,497000,0.98,3249000,2006,41.145548,-104.802042,WY_2006,21.77,70.51,-5.684,21.396
PR,Puerto Rico,0,0,0,0,0,0,2006,0,0,PR_2006,0,0,0,0
AL,Alabama,11000,56,616000,209000,1.49,918000,2007,32.361538,-86.279118,AL_2007,45.44,85.3,7.468,29.61
AK,Alaska,0,0,0,0,0,0,2007,0,0,AK_2007,0,0,0,0
AZ,Arizona,30000,64,1920000,902000,1.26,2419000,2007,33.448457,-112.073844,AZ_2007,38.43,82.42,3.572,28.01
AR,Arkansas,28000,80,2240000,672000,0.95,2128000,2007,34.736009,-92.331122,AR_2007,39.99,84.61,4.437,29.226
CA,California,340000,40,13600000,3672000,1.04,14144000,2007,38.555605,-121.468926,CA_2007,41.29,76.92,5.159,24.957
CO,Colorado,31000,51,1581000,838000,1.15,1818000,2007,39.7391667,-104.984167,CO_2007,19.23,69.86,-7.095,21.032
CT,Connecticut,0,0,0,0,0,0,2007,0,0,CT_2007,0,0,0,0
DE,Delaware,0,0,0,0,0,0,2007,0,0,DE_2007,0,0,0,0
DC,District of Columbia,0,0,0,0,0,0,2007,0,0,DC_2007,0,0,0,0
FL,Florida,160000,71,11360000,1363000,0.99,11246000,2007,30.4518,-84.27277,FL_2007,59.43,84.33,15.241,29.073
GA,Georgia,60000,58,3480000,522000,1.19,4141000,2007,-84.27277,-84.39,GA_2007,47.47,84.16,8.595,28.98
HI,Hawaii,10000,92,920000,285000,1.7,1564000,2007,21.30895,-157.826182,HI_2007,69.73,76.24,20.963,24.575
ID,Idaho,92000,41,3772000,1848000,1.15,4338000,2007,43.613739,-116.237651,ID_2007,19.17,71.74,-7.128,22.079
IL,Illinois,9000,63,567000,374000,2.49,1412000,2007,39.78325,-89.650373,IL_2007,22.25,79.15,-5.415,26.195
IN,Indiana,8000,53,424000,119000,1.5,636000,2007,39.790942,-86.147685,IN_2007,20.88,78.29,-6.179,25.716
IA,Iowa,26000,81,2106000,1221000,1.31,2759000,2007,41.590939,-93.620866,IA_2007,16.73,75.64,-8.481,24.244
KS,Kansas,14000,40,560000,196000,1.18,661000,2007,-93.620866,-95.69,KS_2007,27.06,82.3,-2.746,27.945
KY,Kentucky,4000,61,244000,54000,2.12,517000,2007,38.197274,38.197274,KY_2007,29.59,81.79,-1.339,27.661
LA,Louisiana,29000,89,2581000,413000,1.08,2787000,2007,30.45809,-91.140229,LA_2007,49.84,84.78,9.911,29.323
ME,Maine,9000,26,234000,59000,1.32,309000,2007,44.323535,-69.765261,ME_2007,12.09,64.88,-11.06,18.268
MD,Maryland,0,0,0,0,0,0,2007,38.972945,-76.501157,MD_2007,29.14,76.67,-1.587,24.814
MA,Massachusetts,0,0,0,0,0,0,2007,0,0,MA_2007,0,0,0,0
MI,Michigan,72000,64,4608000,2350000,1.19,5484000,2007,42.7335,-84.5467,MI_2007,15.86,69.36,-8.964,20.756
MN,Minnesota,130000,68,8840000,2564000,1.04,9194000,2007,44.95,-93.094,MN_2007,7.98,71.18,-13.342,21.765
MS,Mississippi,15000,92,1380000,166000,0.91,1256000,2007,32.32,-90.207,MS_2007,46.59,85.42,8.104,29.679
MO,Missouri,14000,46,644000,148000,1.12,721000,2007,38.572954,-92.189283,MO_2007,28.98,82.38,-1.679,27.987
MT,Montana,135000,68,9180000,2479000,0.99,9088000,2007,46.595805,-112.027031,MT_2007,21.24,73.6,-5.977,23.112
NE,Nebraska,45000,49,2205000,1477000,1.03,2271000,2007,40.809868,-96.675345,NE_2007,21.91,77.3,-5.605,25.165
NV,Nevada,10000,28,280000,67000,2.99,837000,2007,39.160949,-119.753877,NV_2007,26.77,77.2,-2.908,25.112
NH,New Hampshire,0,0,0,0,0,0,2007,0,0,NH_2007,0,0,0,0
NJ,New Jersey,9000,57,513000,185000,1.96,1005000,2007,40.221741,-74.756138,NJ_2007,26.24,73.53,-3.201,23.073
NM,New Mexico,6000,59,354000,138000,1.42,503000,2007,35.667231,-105.964575,NM_2007,30.48,74.35,-0.843,23.53
NY,New York,53000,57,3021000,1843000,1.38,4169000,2007,42.659829,-73.781339,NY_2007,17.26,69.31,-8.19,20.725
NC,North Carolina,12000,45,540000,76000,2.49,1345000,2007,35.771,-78.638,NC_2007,39.53,81.33,4.184,27.405
ND,North Dakota,420000,74,31080000,9013000,0.96,29837000,2007,48.813343,-100.779004,ND_2007,8.14,73.98,-13.257,23.323
OH,Ohio,14000,61,854000,376000,1.77,1512000,2007,39.962245,-83.000647,OH_2007,20.13,75.96,-6.592,24.421
OK,Oklahoma,0,0,0,0,0,0,2007,35.482309,-97.534994,OK_2007,35.4,83.58,1.888,28.658
OR,Oregon,46000,43,1978000,1088000,1.31,2591000,2007,44.931109,-123.029159,OR_2007,29.99,69.8,-1.116,20.999
PA,Pennsylvania,25000,42,1050000,326000,1.7,1785000,2007,40.269789,-76.875613,PA_2007,20.81,72.05,-6.214,22.249
RI,Rhode Island,0,0,0,0,0,0,2007,0,0,RI_2007,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2007,34,-81.035,SC_2007,45.85,84.52,7.693,29.175
SD,South Dakota,255000,52,13260000,10608000,1.02,13525000,2007,44.367966,-100.336378,SD_2007,15.86,77.25,-8.966,25.14
TN,Tennessee,7000,65,455000,114000,1.99,905000,2007,36.165,-86.784,TN_2007,35.77,83.22,2.095,28.454
TX,Texas,105000,82,8610000,1550000,0.96,8266000,2007,30.266667,-97.75,TX_2007,42.32,82.46,5.734,28.031
UT,Utah,28000,42,1176000,270000,1.13,1329000,2007,40.7547,-111.892622,UT_2007,22.01,75.68,-5.548,24.267
VT,Vermont,5000,64,320000,96000,1.7,544000,2007,44.26639,-72.57194,VT_2007,13.79,66.1,-10.119,18.944
VA,Virginia,6000,46,276000,63000,2.43,671000,2007,37.54,-77.46,VA_2007,31.98,78.65,-0.01,25.914
WA,Washington,46000,44,2024000,648000,1.25,2530000,2007,47.042418,-122.893077,WA_2007,28.25,68.37,-2.084,20.208
WV,West Virginia,6000,48,288000,95000,2.09,602000,2007,38.349497,-81.633294,WV_2007,24.82,76.18,-3.988,24.545
WI,Wisconsin,60000,84,5040000,3024000,1.22,6149000,2007,43.074722,-89.384444,WI_2007,12.28,69.92,-10.957,21.066
WY,Wyoming,43000,80,3440000,894000,1,3440000,2007,41.145548,-104.802042,WY_2007,17.05,71.07,-8.306,21.704
PR,Puerto Rico,0,0,0,0,0,0,2007,0,0,PR_2007,0,0,0,0
AL,Alabama,9000,66,594000,214000,1.9,1129000,2008,32.361538,-86.279118,AL_2008,43.48,80.99,6.378,27.218
AK,Alaska,0,0,0,0,0,0,2008,0,0,AK_2008,0,0,0,0
AZ,Arizona,25000,64,1600000,336000,1.26,2016000,2008,33.448457,-112.073844,AZ_2008,39.23,80.9,4.016,27.165
AR,Arkansas,28000,75,2100000,525000,1.35,2835000,2008,34.736009,-92.331122,AR_2008,39.09,81.21,3.939,27.337
CA,California,360000,51,18360000,4039000,1.39,25520000,2008,38.555605,-121.468926,CA_2008,41.21,76.51,5.119,24.726
CO,Colorado,27000,45,1215000,656000,1.51,1835000,2008,39.7391667,-104.984167,CO_2008,20.32,69.43,-6.491,20.797
CT,Connecticut,0,0,0,0,0,0,2008,0,0,CT_2008,0,0,0,0
DE,Delaware,0,0,0,0,0,0,2008,0,0,DE_2008,0,0,0,0
DC,District of Columbia,0,0,0,0,0,0,2008,0,0,DC_2008,0,0,0,0
FL,Florida,150000,79,11850000,1304000,1.32,15642000,2008,30.4518,-84.27277,FL_2008,59.59,82.03,15.325,27.793
GA,Georgia,65000,71,4615000,369000,1.52,7015000,2008,-84.27277,-84.39,GA_2008,45.71,80.56,7.614,26.979
HI,Hawaii,10000,90,9.00E+05,225000,1.59,1431000,2008,21.30895,-157.826182,HI_2008,69.54,75.67,20.858,24.259
ID,Idaho,90000,40,3600000,1440000,1.46,5256000,2008,43.613739,-116.237651,ID_2008,18.34,66.36,-7.587,19.087
IL,Illinois,8000,56,448000,116000,2.59,1160000,2008,39.78325,-89.650373,IL_2008,26.46,75.4,-3.076,24.111
IN,Indiana,7000,67,469000,150000,1.68,788000,2008,39.790942,-86.147685,IN_2008,28.33,74.78,-2.037,23.769
IA,Iowa,24000,62,1488000,580000,1.58,2351000,2008,41.590939,-93.620866,IA_2008,17.76,74.63,-7.913,23.681
KS,Kansas,10000,61,610000,128000,1.55,946000,2008,-93.620866,-95.69,KS_2008,29.89,79.61,-1.171,26.449
KY,Kentucky,4000,39,156000,27000,2.44,381000,2008,38.197274,38.197274,KY_2008,33.38,76.28,0.764,24.598
LA,Louisiana,40000,77,3080000,493000,1.36,4189000,2008,30.45809,-91.140229,LA_2008,48.73,83.55,9.297,28.639
ME,Maine,7000,42,294000,79000,1.57,462000,2008,44.323535,-69.765261,ME_2008,18.58,67.68,-7.453,19.82
MD,Maryland,0,0,0,0,0,0,2008,38.972945,-76.501157,MD_2008,35.9,76.36,2.165,24.645
MA,Massachusetts,0,0,0,0,0,0,2008,0,0,MA_2008,0,0,0,0
MI,Michigan,71000,73,5183000,2021000,1.44,7464000,2008,42.7335,-84.5467,MI_2008,18.92,68.66,-7.269,20.366
MN,Minnesota,122000,78,9516000,2569000,1.39,13227000,2008,44.95,-93.094,MN_2008,7.37,69.05,-13.682,20.584
MS,Mississippi,14000,98,1372000,110000,1.3,1784000,2008,32.32,-90.207,MS_2008,44.22,82.4,6.791,28
MO,Missouri,11000,53,583000,152000,1.68,979000,2008,38.572954,-92.189283,MO_2008,30.69,77.67,-0.73,25.37
MT,Montana,134000,70,9380000,4596000,1.37,12851000,2008,46.595805,-112.027031,MT_2008,13.81,66.84,-10.105,19.354
NE,Nebraska,36000,67,2412000,1254000,1.45,3497000,2008,40.809868,-96.675345,NE_2008,21.47,75.99,-5.85,24.438
NV,Nevada,10000,29,290000,52000,1.42,412000,2008,39.160949,-119.753877,NV_2008,26.74,74.69,-2.925,23.715
NH,New Hampshire,0,0,0,0,0,0,2008,0,0,NH_2008,0,0,0,0
NJ,New Jersey,9000,40,360000,122000,1.62,583000,2008,40.221741,-74.756138,NJ_2008,33.42,75.57,0.787,24.205
NM,New Mexico,6000,48,288000,95000,1.48,426000,2008,35.667231,-105.964575,NM_2008,32.34,72.71,0.187,22.616
NY,New York,50000,70,3500000,1260000,1.65,5775000,2008,42.659829,-73.781339,NY_2008,24.43,70.6,-4.208,21.446
NC,North Carolina,12000,52,624000,137000,2.18,1360000,2008,35.771,-78.638,NC_2008,40.53,77.76,4.739,25.42
ND,North Dakota,4.00E+05,90,3.60E+07,8640000,1.36,48960000,2008,48.813343,-100.779004,ND_2008,5.39,70.03,-14.785,21.13
OH,Ohio,14000,53,742000,371000,1.68,1247000,2008,39.962245,-83.000647,OH_2008,28.91,73.72,-1.718,23.178
OK,Oklahoma,0,0,0,0,0,0,2008,35.482309,-97.534994,OH_2008,38.51,82.47,3.618,28.037
OR,Oregon,50000,43,2150000,1097000,1.41,3032000,2008,44.931109,-123.029159,OR_2008,28.51,66.31,-1.939,19.062
PA,Pennsylvania,23000,48,1104000,276000,1.65,1822000,2008,40.269789,-76.875613,PA_2008,28.4,72.38,-1.999,22.432
RI,Rhode Island,0,0,0,0,0,0,2008,0,0,RI_2008,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2008,34,-81.035,SC_2008,44.75,80.89,7.081,27.159
SD,South Dakota,225000,95,21375000,11970000,1.34,28643000,2008,44.367966,-100.336378,SD_2008,14.51,73.67,-9.717,23.149
TN,Tennessee,7000,61,427000,149000,2.09,892000,2008,36.165,-86.784,TN_2008,36.18,77.55,2.324,25.306
TX,Texas,77000,64,4928000,1380000,1.34,6604000,2008,30.266667,-97.75,TX_2008,45.81,83.23,7.674,28.459
UT,Utah,28000,48,1344000,242000,1.57,2110000,2008,40.7547,-111.892622,UT_2008,21.82,73.44,-5.654,23.024
VT,Vermont,5000,66,330000,119000,2.2,726000,2008,44.26639,-72.57194,VT_2008,21.11,68.5,-6.052,20.278
VA,Virginia,6000,42,252000,45000,2.42,610000,2008,37.54,-77.46,VA_2008,36.3,75.7,2.391,24.278
WA,Washington,49000,44,2156000,862000,1.51,3256000,2008,47.042418,-122.893077,WA_2008,26.28,64.64,-3.177,18.132
WV,West Virginia,6000,43,258000,49000,2.16,557000,2008,38.349497,-81.633294,WV_2008,31.6,72.52,-0.22,22.513
WI,Wisconsin,58000,80,4640000,2366000,1.5,6960000,2008,43.074722,-89.384444,WI_2008,14.02,69.54,-9.991,20.857
WY,Wyoming,39000,61,2379000,381000,1.37,3259000,2008,41.145548,-104.802042,WY_2008,16.61,67.55,-8.551,19.748
PR,Puerto Rico,0,0,0,0,0,0,2008,0,0,PR_2008,0,0,0,0
AL,Alabama,9000,50,450000,68000,1.86,837000,2009,32.361538,-86.279118,AL_2009,45.17,80.4,7.319,26.887
AK,Alaska,0,0,0,0,0,0,2009,0,0,AK_2009,0,0,0,0
AZ,Arizona,20000,52,1040000,562000,1.45,1508000,2009,33.448457,-112.073844,AZ_2009,38.46,83.25,3.588,28.474
AR,Arkansas,24000,57,1368000,301000,1.42,1943000,2009,34.736009,-92.331122,AR_2009,38.3,79.47,3.5,26.371
CA,California,355000,33,11715000,2109000,1.39,16284000,2009,38.555605,-121.468926,CA_2009,41.64,77.54,5.357,25.301
CO,Colorado,28000,53,1484000,326000,1.43,2122000,2009,39.7391667,-104.984167,CO_2009,19.44,67.19,-6.979,19.548
CT,Connecticut,0,0,0,0,0,0,2009,0,0,CT_2009,0,0,0,0
DE,Delaware,0,0,0,0,0,0,2009,0,0,DE_2009,0,0,0,0
DC,District of Columbia,0,0,0,0,0,0,2009,0,0,DC_2009,0,0,0,0
FL,Florida,170000,68,11560000,1618000,1.42,16415000,2009,30.4518,-84.27277,FL_2009,58.67,82.76,14.817,28.199
GA,Georgia,65000,41,2665000,346000,1.47,3918000,2009,-84.27277,-84.39,GA_2009,47.08,80.8,8.378,27.111
HI,Hawaii,10000,95,950000,323000,1.76,1672000,2009,21.30895,-157.826182,HI_2009,68.44,76.96,20.243,24.976
ID,Idaho,103000,46,4738000,1706000,1.52,7202000,2009,43.613739,-116.237651,ID_2009,18.32,65.57,-7.598,18.651
IL,Illinois,8000,34,272000,57000,2.55,694000,2009,39.78325,-89.650373,IL_2009,21.1,73.3,-6.058,22.947
IN,Indiana,9000,32,288000,101000,2.02,582000,2009,39.790942,-86.147685,IN_2009,21.86,72.93,-5.636,22.74
IA,Iowa,26000,42,1092000,339000,1.6,1747000,2009,41.590939,-93.620866,IA_2009,14.74,70.24,-9.587,21.247
KS,Kansas,9000,63,567000,164000,1.85,1049000,2009,-93.620866,-95.69,KS_2009,26.68,76.65,-2.956,24.808
KY,Kentucky,5000,35,175000,25000,2.71,474000,2009,38.197274,38.197274,KY_2009,30.13,75.05,-1.041,23.917
LA,Louisiana,37000,103,3811000,610000,1.36,5183000,2009,30.45809,-91.140229,LA_2009,48.51,83.19,9.172,28.441
ME,Maine,6000,50,3.00E+05,51000,1.95,585000,2009,44.323535,-69.765261,ME_2009,8.42,66.32,-13.102,19.068
MD,Maryland,0,0,0,0,0,0,2009,38.972945,-76.501157,MD_2009,29.88,76.56,-1.179,24.755
MA,Massachusetts,0,0,0,0,0,0,2009,0,0,MA_2009,0,0,0,0
MI,Michigan,66000,60,3960000,1505000,1.55,6138000,2009,42.7335,-84.5467,MI_2009,13.54,66.07,-10.257,18.929
MN,Minnesota,122000,65,7930000,1427000,1.44,11419000,2009,44.95,-93.094,MN_2009,2.96,65.08,-16.131,18.377
MS,Mississippi,14000,104,1456000,87000,1.32,1922000,2009,32.32,-90.207,MS_2009,45.19,81.33,7.329,27.403
MO,Missouri,11000,47,517000,57000,1.99,1029000,2009,38.572954,-92.189283,MO_2009,27.61,75.62,-2.439,24.233
MT,Montana,146000,70,10220000,3577000,1.46,14921000,2009,46.595805,-112.027031,MT_2009,11.91,64.83,-11.161,18.24
NE,Nebraska,48000,56,2688000,1102000,1.46,3924000,2009,40.809868,-96.675345,NE_2009,18.97,71.21,-7.241,21.786
NV,Nevada,0,0,0,0,0,0,2009,39.160949,-119.753877,NV_2009,25.32,74.47,-3.71,23.596
NH,New Hampshire,0,0,0,0,0,0,2009,0,0,NH_2009,0,0,0,0
NJ,New Jersey,11000,32,352000,70000,2.36,831000,2009,40.221741,-74.756138,NJ_2009,25.95,74.62,-3.36,23.676
NM,New Mexico,7000,60,420000,143000,1.59,668000,2009,35.667231,-105.964575,NM_2009,31.2,75.38,-0.443,24.101
NY,New York,45000,65,2925000,936000,1.93,5645000,2009,42.659829,-73.781339,NY_2009,16.11,69.53,-8.828,20.849
NC,North Carolina,11000,45,495000,84000,2.57,1272000,2009,35.771,-78.638,NC_2009,39.22,77.96,4.01,25.532
ND,North Dakota,450000,77,34650000,7623000,1.38,47817000,2009,48.813343,-100.779004,ND_2009,5.62,65.49,-14.654,18.603
OH,Ohio,11000,50,550000,132000,2.81,1546000,2009,39.962245,-83.000647,OH_2009,21.34,72.19,-5.92,22.328
OK,Oklahoma,0,0,0,0,0,0,2009,35.482309,-97.534994,OK_2009,34.87,81.49,1.597,27.495
OR,Oregon,55000,34,1870000,767000,1.54,2880000,2009,44.931109,-123.029159,OR_2009,28.34,67.87,-2.036,19.929
PA,Pennsylvania,21000,40,840000,319000,2.03,1705000,2009,40.269789,-76.875613,PA_2009,21.07,71.5,-6.074,21.947
RI,Rhode Island,0,0,0,0,0,0,2009,0,0,RI_2009,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2009,34,-81.035,SC_2009,44.96,80.48,7.199,26.935
SD,South Dakota,270000,66,17820000,6237000,1.42,25304000,2009,44.367966,-100.336378,SD_2009,14.14,68.88,-9.925,20.489
TN,Tennessee,7000,51,357000,86000,2.37,846000,2009,36.165,-86.784,TN_2009,35.13,76.4,1.741,24.669
TX,Texas,89000,63,5607000,1065000,1.39,7794000,2009,30.266667,-97.75,TX_2009,42.96,84.49,6.09,29.159
UT,Utah,26000,38,988000,198000,1.46,1442000,2009,40.7547,-111.892622,UT_2009,21.23,72.62,-5.981,22.565
VT,Vermont,5000,49,245000,69000,2.01,492000,2009,44.26639,-72.57194,VT_2009,11.82,67.27,-11.21,19.593
VA,Virginia,6000,39,234000,56000,3.45,807000,2009,37.54,-77.46,VA_2009,32.73,76.09,0.408,24.492
WA,Washington,62000,44,2728000,1064000,1.58,4310000,2009,47.042418,-122.893077,WA_2009,26.53,67.58,-3.039,19.764
WV,West Virginia,5000,37,185000,33000,2.6,481000,2009,38.349497,-81.633294,WV_2009,27.31,72.62,-2.608,22.565
WI,Wisconsin,63000,60,3780000,1588000,1.58,5972000,2009,43.074722,-89.384444,WI_2009,7.34,65.68,-13.702,18.71
WY,Wyoming,37000,48,1776000,391000,1.43,2540000,2009,41.145548,-104.802042,WY_2009,14.73,64.11,-9.593,17.841
PR,Puerto Rico,0,0,0,0,0,0,2009,0,0,PR_2009,0,0,0,0
AL,Alabama,9000,54,486000,73000,2.4,1166000,2010,32.361538,-86.279118,AL_2010,40.31,83.92,4.617,28.844
AK,Alaska,0,0,0,0,0,0,2010,0,0,AK_2010,0,0,0,0
AZ,Arizona,24000,77,1848000,665000,1.52,2809000,2010,33.448457,-112.073844,AZ_2010,41.53,82.15,5.294,27.859
AR,Arkansas,25000,60,1500000,360000,1.47,2205000,2010,34.736009,-92.331122,AR_2010,36.44,84.73,2.466,29.293
CA,California,410000,67,27470000,6318000,1.55,42579000,2010,38.555605,-121.468926,CA_2010,45.17,76.11,7.316,24.508
CO,Colorado,34000,56,1904000,533000,1.52,2894000,2010,39.7391667,-104.984167,CO_2010,24.15,68.88,-4.363,20.489
CT,Connecticut,0,0,0,0,0,0,2010,0,0,CT_2010,0,0,0,0
DE,Delaware,0,0,0,0,0,0,2010,0,0,DE_2010,0,0,0,0
DC,District of Columbia,0,0,0,0,0,0,2010,0,0,DC_2010,0,0,0,0
FL,Florida,2.00E+05,69,13800000,1794000,1.56,21528000,2010,30.4518,-84.27277,FL_2010,52.12,84.1,11.175,28.944
GA,Georgia,55000,46,2530000,152000,1.67,4225000,2010,-84.27277,-84.39,GA_2010,40.97,83.25,4.985,28.474
HI,Hawaii,10000,77,770000,239000,2.75,2118000,2010,21.30895,-157.826182,HI_2010,69.91,75.39,21.059,24.104
ID,Idaho,97000,27,2619000,1179000,1.61,4217000,2010,43.613739,-116.237651,ID_2010,25.06,64.04,-3.855,17.802
IL,Illinois,9000,41,369000,92000,2.78,1026000,2010,39.78325,-89.650373,IL_2010,22.4,78.49,-5.334,25.827
IN,Indiana,10000,43,430000,151000,2.23,959000,2010,39.790942,-86.147685,IN_2010,24.34,77.95,-4.256,25.53
IA,Iowa,27000,49,1323000,463000,1.92,2540000,2010,41.590939,-93.620866,IA_2010,14.74,76.17,-9.59,24.537
KS,Kansas,9000,52,468000,103000,2.02,945000,2010,-93.620866,-95.69,KS_2010,27.38,80.74,-2.569,27.077
KY,Kentucky,5000,67,335000,67000,2.72,911000,2010,38.197274,38.197274,KY_2010,29.36,79.44,-1.465,26.355
LA,Louisiana,36000,80,2880000,288000,1.5,4320000,2010,30.45809,-91.140229,LA_2010,45.26,85.66,7.367,29.81
ME,Maine,5000,41,205000,33000,2.05,420000,2010,44.323535,-69.765261,ME_2010,20.73,69.24,-6.263,20.691
MD,Maryland,0,0,0,0,0,0,2010,38.972945,-76.501157,MD_2010,31.19,79.2,-0.452,26.22
MA,Massachusetts,0,0,0,0,0,0,2010,0,0,MA_2010,0,0,0,0
MI,Michigan,71000,58,4118000,1524000,1.67,6877000,2010,42.7335,-84.5467,MI_2010,22.04,71.77,-5.533,22.097
MN,Minnesota,128000,66,8448000,1774000,1.55,13094000,2010,44.95,-93.094,MN_2010,9.54,71,-12.48,21.666
MS,Mississippi,16000,98,1568000,78000,1.44,2258000,2010,32.32,-90.207,MS_2010,41.31,84.87,5.171,29.37
MO,Missouri,11000,52,572000,92000,1.8,1030000,2010,38.572954,-92.189283,MO_2010,25.37,80.21,-3.683,26.786
MT,Montana,157000,74,11618000,2905000,1.58,18356000,2010,46.595805,-112.027031,MT_2010,19.14,64.64,-7.145,18.131
NE,Nebraska,41000,55,2255000,902000,1.51,3405000,2010,40.809868,-96.675345,NE_2010,22.03,75.83,-5.54,24.351
NV,Nevada,0,0,0,0,0,0,2010,39.160949,-119.753877,NV_2010,31.91,74.45,-0.048,23.582
NH,New Hampshire,0,0,0,0,0,0,2010,0,0,NH_2010,0,0,0,0
NJ,New Jersey,13000,35,455000,73000,1.9,865000,2010,40.221741,-74.756138,NJ_2010,29.93,77.69,-1.151,25.384
NM,New Mexico,7000,66,462000,157000,1.58,730000,2010,35.667231,-105.964575,NM_2010,33.35,73.86,0.751,23.258
NY,New York,45000,64,2880000,1123000,1.96,5645000,2010,42.659829,-73.781339,NY_2010,22.97,72.9,-5.019,22.722
NC,North Carolina,13000,46,598000,144000,2.66,1591000,2010,35.771,-78.638,NC_2010,34.21,80.12,1.225,26.732
ND,North Dakota,510000,91,46410000,12995000,1.5,69615000,2010,48.813343,-100.779004,ND_2010,9.8,69.81,-12.334,21.006
OH,Ohio,18000,62,1116000,346000,2.28,2544000,2010,39.962245,-83.000647,OH_2010,25.29,76.58,-3.726,24.767
OK,Oklahoma,0,0,0,0,0,0,2010,35.482309,-97.534994,OK_2010,35.36,84.78,1.864,29.321
OR,Oregon,59000,39,2301000,874000,1.63,3751000,2010,44.931109,-123.029159,OR_2010,33.63,65.36,0.903,18.533
PA,Pennsylvania,30000,37,1110000,377000,2.13,2364000,2010,40.269789,-76.875613,PA_2010,26.05,74.73,-3.305,23.737
RI,Rhode Island,0,0,0,0,0,0,2010,0,0,RI_2010,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2010,34,-81.035,SC_2010,39.17,82.86,3.984,28.258
SD,South Dakota,265000,58,15370000,4765000,1.51,23209000,2010,44.367966,-100.336378,SD_2010,15.38,74.38,-9.234,23.545
TN,Tennessee,8000,63,504000,106000,2.5,1260000,2010,36.165,-86.784,TN_2010,32.8,80.65,0.443,27.028
TX,Texas,1.00E+05,72,7200000,792000,1.51,10872000,2010,30.266667,-97.75,TX_2010,43.9,84.91,6.609,29.393
UT,Utah,26000,30,780000,195000,1.53,1193000,2010,40.7547,-111.892622,UT_2010,26.51,72.48,-3.051,22.489
VT,Vermont,4000,65,260000,73000,3.1,806000,2010,44.26639,-72.57194,VT_2010,20.55,71,-6.361,21.667
VA,Virginia,5000,37,185000,37000,3.32,614000,2010,37.54,-77.46,VA_2010,30.49,78.74,-0.84,25.966
WA,Washington,71000,37,2627000,1077000,1.57,4124000,2010,47.042418,-122.893077,WA_2010,31.87,64.37,-0.07,17.986
WV,West Virginia,5000,40,2.00E+05,40000,2.39,478000,2010,38.349497,-81.633294,WV_2010,26.5,75.61,-3.055,24.227
WI,Wisconsin,64000,64,4096000,1556000,1.68,6881000,2010,43.074722,-89.384444,WI_2010,15.79,72.04,-9.003,22.245
WY,Wyoming,34000,36,1224000,282000,1.59,1946000,2010,41.145548,-104.802042,WY_2010,21.69,65.66,-5.727,18.698
PR,Puerto Rico,0,0,0,0,0,0,2010,0,0,PR_2010,0,0,0,0
AL,Alabama,9000,50,450000,63000,2.51,1130000,2011,32.361538,-86.279118,AL_2011,41.53,82.91,5.297,28.281
AK,Alaska,0,0,0,0,0,0,2011,0,0,AK_2011,0,0,0,0
AZ,Arizona,23000,53,1219000,427000,1.55,1889000,2011,33.448457,-112.073844,AZ_2011,39.19,82.62,3.997,28.12
AR,Arkansas,22000,64,1408000,239000,1.62,2281000,2011,34.736009,-92.331122,AR_2011,37.57,85.38,3.093,29.654
CA,California,370000,48,17760000,3730000,1.65,29304000,2011,38.555605,-121.468926,CA_2011,43.26,75.26,6.257,24.032
